station,valid,lon,lat,tmpf,dwpf,drct,sknt,gust,vsby,alti,wxcodes
D39,2022-05-13 04:55,-94.9334,45.7066,62.00,62.00,110.00,12.00,15.00,10.00,29.67,
HDE,2022-05-13 04:55,-99.3365,40.4521,56.00,51.00,0.00,0.00,,10.00,29.93,
FRM,2022-05-13 04:56,-94.4156,43.6439,67.00,61.00,150.00,7.00,,10.00,29.76,
GPZ,2022-05-13 04:56,-93.5097,47.2111,60.00,59.00,160.00,20.00,30.00,6.00,29.78,-RA BR
TVF,2022-05-13 04:56,-96.1850,48.0657,58.00,55.00,80.00,22.00,31.00,10.00,29.58,
OTG,2022-05-13 04:56,-95.5792,43.6551,66.00,61.00,240.00,17.00,25.00,10.00,29.77,
OLU,2022-05-13 04:56,-97.3426,41.4480,64.00,55.00,,3.00,,10.00,29.89,-RA
EAR,2022-05-13 04:56,-99.0068,40.7270,58.00,52.00,0.00,0.00,,10.00,29.94,
CWI,2022-05-13 04:56,-90.3328,41.8295,77.00,68.00,150.00,9.00,,10.00,29.91,
MML,2022-05-13 04:56,-95.8200,44.4500,66.00,61.00,260.00,12.00,,10.00,29.70,
OFF,2022-05-13 04:56,-95.9125,41.1183,67.30,55.00,270.00,9.00,19.00,10.00,29.97,-SHRA
RDR,2022-05-13 04:56,-97.4012,47.9611,58.50,55.80,100.00,16.00,22.00,10.00,29.52,
MIB,2022-05-13 04:56,-101.3580,48.4158,53.00,42.60,80.00,22.00,29.00,10.00,29.43,
2WX,2022-05-13 04:56,-103.5464,45.6044,47.00,45.00,280.00,27.00,34.00,,29.55,
RCA,2022-05-13 04:56,-103.1036,44.1451,47.70,38.30,300.00,10.00,,10.00,29.71,
D07,2022-05-13 04:56,-102.0200,45.0300,46.00,43.00,250.00,32.00,45.00,,29.60,
FSD,2022-05-13 04:56,-96.7536,43.5769,67.00,52.00,210.00,12.00,19.00,10.00,29.81,
FOD,2022-05-13 04:56,-94.2032,42.5497,72.00,53.00,240.00,3.00,,10.00,29.81,
RYM,2022-05-13 04:56,-94.3575,46.0895,63.70,62.00,100.00,16.00,,10.00,29.70,-RA
DVL,2022-05-13 04:56,-98.9083,48.1146,57.00,56.00,80.00,10.00,,10.00,29.52,
DIK,2022-05-13 04:56,-102.8019,46.7973,48.00,47.00,290.00,18.00,,3.00,29.37,-RA BR
8D3,2022-05-13 04:56,-96.9914,45.6689,66.00,58.00,190.00,12.00,,,29.60,
YKN,2022-05-13 04:56,-97.3859,42.9167,64.00,51.00,180.00,9.00,,10.00,29.84,
MKT,2022-05-13 04:56,-93.9200,44.2200,69.00,62.00,120.00,7.00,,10.00,29.75,
OFK,2022-05-13 04:56,-97.4351,41.9855,65.00,47.00,180.00,7.00,,10.00,29.89,
GNA,2022-05-13 04:56,-90.3457,47.7453,51.00,46.00,260.00,21.00,35.00,,30.00,
JMS,2022-05-13 04:56,-98.6800,46.9300,58.00,57.00,130.00,12.00,22.00,0.50,29.47,FG
1HW,2022-05-13 04:58,-102.8289,41.3251,50.40,24.40,300.00,11.00,,10.00,29.94,
1BW,2022-05-13 04:58,-103.9950,41.5117,47.00,20.10,270.00,21.00,,10.00,29.99,
1CW,2022-05-13 04:58,-103.6706,41.5900,47.00,33.40,300.00,16.00,,10.00,29.97,
PNM,2022-05-13 05:15,-93.6082,45.5599,64.40,62.60,70.00,6.00,,10.00,29.78,
FSE,2022-05-13 05:15,-95.7735,47.5928,53.60,53.60,70.00,7.00,,10.00,29.60,
SYN,2022-05-13 05:15,-93.0145,44.4736,73.80,61.70,180.00,5.00,,10.00,29.77,
ORB,2022-05-13 05:33,-92.8560,48.0159,55.40,55.40,160.00,10.00,17.00,10.00,29.80,-RA
EVM,2022-05-13 05:35,-92.4981,47.4251,55.40,53.60,180.00,5.00,,3.00,29.90,+RA
JYG,2022-05-13 05:36,-94.5579,43.9863,69.80,57.20,190.00,10.00,,10.00,29.76,
XWA,2022-05-13 05:51,-103.7505,48.2597,46.00,45.00,10.00,20.00,,4.00,29.49,-RA BR
IOW,2022-05-13 05:52,-91.5445,41.6394,75.00,61.00,120.00,6.00,,10.00,29.88,
OMA,2022-05-13 05:52,-95.8992,41.3103,66.00,57.00,350.00,7.00,,10.00,29.94,-RA
CID,2022-05-13 05:52,-91.7246,41.8829,76.00,64.00,170.00,9.00,,10.00,29.86,
SUX,2022-05-13 05:52,-96.3795,42.3917,68.00,48.00,240.00,18.00,29.00,10.00,29.84,-RA
DVN,2022-05-13 05:52,-90.5948,41.6133,79.00,68.00,160.00,12.00,,10.00,29.92,
BIS,2022-05-13 05:52,-100.7458,46.7727,56.00,52.00,170.00,16.00,29.00,10.00,29.37,
MBG,2022-05-13 05:52,-100.4078,45.5464,53.00,46.00,220.00,18.00,28.00,10.00,29.53,
IEN,2022-05-13 05:52,-102.5110,43.0225,47.00,39.00,300.00,23.00,30.00,10.00,29.86,
RAP,2022-05-13 05:52,-103.0574,44.0453,49.00,37.00,250.00,7.00,,10.00,29.76,
N60,2022-05-13 05:52,-101.4394,47.6458,55.00,53.00,70.00,18.00,30.00,,29.33,
VTN,2022-05-13 05:52,-100.5489,42.8567,55.00,40.00,270.00,20.00,32.00,10.00,29.82,
EST,2022-05-13 05:52,-94.7476,43.4008,69.00,58.00,250.00,20.00,32.00,10.00,29.82,
DBQ,2022-05-13 05:53,-90.7091,42.3984,74.00,66.00,170.00,12.00,,8.00,29.90,
IML,2022-05-13 05:53,-101.6201,40.5103,56.00,28.90,310.00,8.00,17.00,10.00,29.95,
MCW,2022-05-13 05:53,-93.3261,43.1544,71.00,55.00,200.00,5.00,,10.00,29.83,
SNY,2022-05-13 05:53,-102.9847,41.1014,50.00,23.00,320.00,15.00,27.00,10.00,29.96,
CDR,2022-05-13 05:53,-103.0954,42.8376,46.00,39.00,290.00,12.00,,10.00,29.90,
MCK,2022-05-13 05:53,-100.5921,40.2063,53.00,32.00,40.00,3.00,,10.00,29.98,
HEI,2022-05-13 05:53,-102.6560,46.0149,48.00,46.00,270.00,27.00,39.00,7.00,29.46,
AXN,2022-05-13 05:53,-95.3947,45.8663,63.00,61.00,150.00,19.00,27.00,10.00,,
BRD,2022-05-13 05:53,-94.1308,46.4047,63.00,59.00,110.00,5.00,,10.00,,
MSP,2022-05-13 05:53,-93.2313,44.8854,67.00,63.00,80.00,7.00,,10.00,29.75,
FNB,2022-05-13 05:53,-95.5920,40.0788,63.00,61.00,10.00,10.00,,5.00,29.94,TSRA BR
ODX,2022-05-13 05:53,-98.9517,41.6236,55.00,45.00,250.00,8.00,,10.00,29.92,
MIC,2022-05-13 05:53,-93.3511,45.0622,65.00,63.00,80.00,6.00,,10.00,29.73,
FCM,2022-05-13 05:53,-93.4607,44.8261,67.00,63.00,70.00,5.00,,10.00,29.74,
OWA,2022-05-13 05:53,-93.2606,44.1233,69.80,59.00,150.00,8.00,,10.00,29.78,
PKD,2022-05-13 05:53,-95.0700,46.9000,64.00,57.00,150.00,10.00,,10.00,29.56,-RA
STP,2022-05-13 05:53,-93.0600,44.9345,65.00,63.00,0.00,0.00,,10.00,29.76,
BFF,2022-05-13 05:53,-103.5956,41.8740,46.00,36.00,270.00,12.00,,10.00,29.93,
AQP,2022-05-13 05:53,-96.0043,45.2275,66.20,59.00,220.00,10.00,,10.00,29.68,
FOZ,2022-05-13 05:53,-93.6502,47.7828,64.40,60.80,160.00,14.00,25.00,10.00,29.79,
XVG,2022-05-13 05:53,-94.2039,46.9900,62.60,60.80,140.00,6.00,,10.00,29.66,
FAR,2022-05-13 05:53,-96.8111,46.9253,64.00,57.00,170.00,17.00,24.00,10.00,29.53,
AMW,2022-05-13 05:53,-93.6185,41.9904,77.00,61.00,260.00,32.00,41.00,2.50,29.89,HZ
OTM,2022-05-13 05:53,-92.4446,41.1008,76.00,64.00,170.00,10.00,,10.00,29.85,
MHE,2022-05-13 05:53,-98.0386,43.7748,61.00,50.00,190.00,8.00,,10.00,29.73,
AIA,2022-05-13 05:53,-102.8000,42.0572,45.00,36.00,270.00,12.00,,10.00,29.92,
GRI,2022-05-13 05:53,-98.3096,40.9675,62.00,48.00,60.00,3.00,,10.00,29.90,
ORB,2022-05-13 05:53,-92.8560,48.0159,55.40,55.40,140.00,10.00,24.00,10.00,29.82,DZ
GFK,2022-05-13 05:53,-97.1761,47.9492,59.00,55.00,110.00,21.00,33.00,10.00,29.52,
PIR,2022-05-13 05:53,-100.2860,44.3827,54.00,45.00,260.00,18.00,26.00,10.00,29.69,
ATY,2022-05-13 05:53,-97.1547,44.9140,59.00,55.00,200.00,14.00,,10.00,29.70,
ICR,2022-05-13 05:53,-99.8422,43.3903,57.00,41.00,250.00,19.00,26.00,10.00,29.76,
LBF,2022-05-13 05:53,-100.6690,41.1219,48.00,37.00,100.00,3.00,,10.00,29.94,
CUT,2022-05-13 05:53,-103.6114,43.7331,39.00,35.00,270.00,23.00,38.00,10.00,29.79,
STC,2022-05-13 05:53,-94.0513,45.5433,63.00,62.00,70.00,4.00,,10.00,29.74,
HIB,2022-05-13 05:53,-92.8390,47.3866,57.00,56.00,140.00,8.00,,4.00,29.85,RA BR
HSI,2022-05-13 05:53,-98.4279,40.6052,59.00,51.00,0.00,0.00,,10.00,29.91,
LWD,2022-05-13 05:53,-93.9005,40.6306,75.00,62.00,260.00,10.00,,10.00,29.92,
BDE,2022-05-13 05:53,-94.6122,48.7284,56.00,53.00,100.00,17.00,25.00,10.00,29.69,
RWF,2022-05-13 05:53,-95.0820,44.5469,65.00,60.00,140.00,7.00,,10.00,29.74,
SPW,2022-05-13 05:53,-95.2101,43.1682,67.00,60.00,200.00,8.00,20.00,9.00,29.87,-RA
BRL,2022-05-13 05:53,-91.1255,40.7729,78.00,69.00,160.00,10.00,,9.00,29.90,
DVP,2022-05-13 05:53,-95.7826,43.9868,62.00,54.00,230.00,15.00,,10.00,29.75,
BBW,2022-05-13 05:53,-99.6385,41.4365,60.00,35.00,,,,10.00,29.94,
ABR,2022-05-13 05:53,-98.4200,45.4500,58.00,53.00,190.00,14.00,22.00,10.00,29.62,
MIW,2022-05-13 05:53,-92.9163,42.1106,74.00,63.00,130.00,9.00,,10.00,29.81,
LNK,2022-05-13 05:54,-96.7633,40.8312,63.00,59.00,110.00,6.00,,10.00,29.88,
DSM,2022-05-13 05:54,-93.6531,41.5339,75.00,57.00,280.00,24.00,46.00,10.00,29.90,
ALO,2022-05-13 05:54,-92.4013,42.5544,77.00,63.00,160.00,12.00,,10.00,29.82,
RST,2022-05-13 05:54,-92.4916,43.9041,75.00,61.00,210.00,8.00,,10.00,29.82,
TQE,2022-05-13 05:54,-96.1779,41.7635,62.00,57.00,80.00,7.00,,10.00,29.91,-RA
MOT,2022-05-13 05:54,-101.2803,48.2594,55.00,52.00,50.00,24.00,36.00,10.00,29.38,
INL,2022-05-13 05:54,-93.3956,48.5595,53.00,51.00,110.00,16.00,21.00,10.00,29.79,
S32,2022-05-13 05:55,-98.1059,47.4228,57.20,57.20,120.00,16.00,,4.00,29.50,BR
VTI,2022-05-13 05:55,-92.0248,42.2176,77.50,64.20,160.00,8.00,,10.00,29.85,
CCY,2022-05-13 05:55,-92.6132,43.0730,73.40,64.40,220.00,6.00,,10.00,29.83,
CNC,2022-05-13 05:55,-93.3608,41.0184,73.40,66.20,170.00,9.00,,10.00,29.84,
CSQ,2022-05-13 05:55,-94.3608,41.0188,66.20,60.80,300.00,28.00,33.00,10.00,29.96,
FSW,2022-05-13 05:55,-91.3267,40.6615,77.00,69.80,150.00,7.00,,10.00,29.89,
AWG,2022-05-13 05:55,-91.6748,41.2751,73.40,66.20,160.00,9.00,,10.00,29.86,
ACQ,2022-05-13 05:55,-93.5529,44.0735,68.00,59.00,150.00,7.00,,,29.80,
EOK,2022-05-13 05:55,-91.4274,40.4615,77.00,71.60,150.00,8.00,,10.00,29.89,
MPZ,2022-05-13 05:55,-91.5122,40.9453,77.00,68.00,160.00,11.00,,10.00,29.88,
SGS,2022-05-13 05:55,-93.0329,44.8571,67.30,64.00,0.00,0.00,,10.00,29.76,
AEL,2022-05-13 05:55,-93.3672,43.6815,71.60,57.20,180.00,5.00,,10.00,29.81,
PNM,2022-05-13 05:55,-93.6082,45.5599,62.60,60.80,30.00,3.00,,10.00,29.75,
SAZ,2022-05-13 05:55,-94.8066,46.3809,64.40,60.80,130.00,11.00,20.00,10.00,29.66,
CFE,2022-05-13 05:55,-93.8433,45.1590,62.60,62.60,40.00,5.00,,10.00,29.74,
LYV,2022-05-13 05:55,-96.2158,43.6212,60.80,51.80,250.00,11.00,,10.00,29.80,
21D,2022-05-13 05:55,-92.8557,44.9975,64.40,60.80,0.00,0.00,,10.00,29.78,
HZE,2022-05-13 05:55,-101.5810,47.2899,55.40,55.40,70.00,13.00,22.00,3.00,29.31,-TSRA
D55,2022-05-13 05:55,-98.3937,48.7531,55.40,55.40,80.00,18.00,25.00,10.00,29.53,
06D,2022-05-13 05:55,-99.6208,48.8844,51.80,51.80,70.00,18.00,24.00,4.00,29.52,BR
D60,2022-05-13 05:55,-102.8974,48.3803,48.20,50.00,60.00,24.00,30.00,2.00,29.44,BR
GHW,2022-05-13 05:55,-95.3204,45.6439,62.60,60.80,130.00,13.00,,10.00,29.69,
AIT,2022-05-13 05:55,-93.6768,46.5484,57.20,57.20,130.00,6.00,,10.00,29.74,
AUM,2022-05-13 05:55,-92.9333,43.6647,75.20,57.20,150.00,3.00,,10.00,29.81,
HCO,2022-05-13 05:55,-96.9430,48.7527,57.20,55.40,90.00,24.00,33.00,10.00,29.51,
MJQ,2022-05-13 05:55,-94.9865,43.6500,66.20,57.20,230.00,14.00,17.00,10.00,29.83,
JMR,2022-05-13 05:55,-93.2718,45.8861,57.20,57.20,0.00,0.00,,10.00,29.78,
ULM,2022-05-13 05:55,-94.5000,44.3200,69.80,57.20,230.00,14.00,24.00,10.00,29.77,
ONA,2022-05-13 05:55,-91.7083,44.0772,82.40,64.40,190.00,6.00,,10.00,29.79,
BJI,2022-05-13 05:55,-94.9337,47.5094,64.40,57.70,150.00,15.00,21.00,10.00,29.55,
COQ,2022-05-13 05:55,-92.5036,46.7011,51.80,50.00,90.00,9.00,,5.00,29.87,RA
DTL,2022-05-13 05:55,-95.8856,46.8252,64.40,57.20,190.00,8.00,,10.00,29.58,
ELO,2022-05-13 05:55,-91.8371,47.8287,53.60,53.60,100.00,5.00,,10.00,29.83,
FSE,2022-05-13 05:55,-95.7735,47.5928,53.60,53.60,70.00,4.00,,10.00,29.58,
HCD,2022-05-13 05:55,-94.3825,44.8599,63.50,63.30,120.00,4.00,,10.00,29.77,
MZH,2022-05-13 05:55,-92.8048,46.4186,60.80,57.20,70.00,6.00,,7.00,29.80,VCTSRA
PQN,2022-05-13 05:55,-96.3004,43.9821,62.60,53.60,260.00,12.00,,10.00,29.77,
RGK,2022-05-13 05:55,-92.4868,44.5915,75.20,60.80,0.00,0.00,,10.00,29.76,
ROX,2022-05-13 05:55,-95.6971,48.8560,51.80,51.80,80.00,17.00,24.00,10.00,29.62,
TKC,2022-05-13 05:55,-95.6072,44.2491,65.50,55.60,230.00,17.00,24.00,10.00,29.75,
BDH,2022-05-13 05:55,-95.1304,45.1177,62.60,60.80,130.00,11.00,,10.00,29.74,
FET,2022-05-13 05:55,-96.5200,41.4500,62.60,58.30,140.00,4.00,,10.00,29.88,-DZ
LCG,2022-05-13 05:55,-96.9814,42.2419,62.60,51.60,240.00,11.00,15.00,10.00,29.87,
BBB,2022-05-13 05:55,-95.6506,45.3319,64.40,60.80,170.00,8.00,,10.00,29.68,
CQM,2022-05-13 05:55,-92.6894,47.8219,55.40,53.60,120.00,4.00,,10.00,29.85,RA
DYT,2022-05-13 05:55,-92.0434,46.7219,46.40,46.40,70.00,10.00,16.00,10.00,29.92,VCTS
FGN,2022-05-13 05:55,-94.9028,49.3183,51.80,48.20,100.00,5.00,14.00,10.00,29.71,
GYL,2022-05-13 05:55,-94.0812,44.7560,63.30,61.50,320.00,5.00,,10.00,29.76,
GDB,2022-05-13 05:55,-95.5560,44.7533,67.60,61.00,220.00,9.00,,10.00,29.74,
HZX,2022-05-13 05:55,-93.3098,46.6188,59.00,57.20,110.00,9.00,,10.00,29.75,
ANE,2022-05-13 05:55,-93.2102,45.1449,64.40,64.40,60.00,4.00,,10.00,29.76,
LVN,2022-05-13 05:55,-93.2273,44.6252,64.40,60.80,130.00,5.00,,10.00,29.76,
VVV,2022-05-13 05:55,-96.4244,45.3057,62.60,59.00,220.00,8.00,,10.00,29.68,
PWC,2022-05-13 05:55,-94.3817,46.7248,62.60,60.80,140.00,11.00,,10.00,29.73,
ROS,2022-05-13 05:55,-92.9530,45.6980,61.70,59.40,60.00,3.00,,10.00,29.78,
RRT,2022-05-13 05:55,-95.3483,48.9414,44.60,41.00,60.00,13.00,19.00,1.00,29.67,-RA
MWM,2022-05-13 05:55,-95.1094,43.9134,66.20,57.20,230.00,16.00,22.00,10.00,29.78,
Y63,2022-05-13 05:55,-95.9920,45.9861,62.00,60.60,170.00,17.00,22.00,10.00,29.64,
14Y,2022-05-13 05:55,-94.8739,45.8983,60.80,59.00,150.00,15.00,,10.00,29.73,
OVL,2022-05-13 05:55,-95.0328,44.7786,66.20,59.00,150.00,11.00,,10.00,29.73,
PEX,2022-05-13 05:55,-94.7466,45.3723,62.60,60.80,130.00,11.00,,10.00,29.73,-RA
FKA,2022-05-13 05:55,-92.1797,43.6767,74.80,61.70,190.00,13.00,16.00,10.00,29.84,
RUG,2022-05-13 05:55,-100.0243,48.3904,53.60,53.60,70.00,26.00,34.00,2.50,29.43,BR
08D,2022-05-13 05:55,-102.4064,48.3008,50.00,50.00,60.00,19.00,28.00,7.00,29.41,
BAC,2022-05-13 05:55,-98.0180,46.9412,60.80,60.80,190.00,20.00,31.00,10.00,29.50,
S25,2022-05-13 05:55,-103.2552,47.7966,48.20,48.20,340.00,11.00,,2.00,29.43,RA
IKV,2022-05-13 05:55,-93.5695,41.6878,77.00,59.00,280.00,30.00,44.00,7.00,29.91,
AIO,2022-05-13 05:55,-95.0465,41.4059,64.40,64.40,290.00,9.00,,7.00,29.96,-RA
ICL,2022-05-13 05:55,-95.0223,40.7242,66.20,60.80,300.00,8.00,,10.00,30.01,
CBF,2022-05-13 05:55,-95.7604,41.2611,62.60,59.00,340.00,7.00,,10.00,29.94,-DZ
DEH,2022-05-13 05:55,-91.7433,43.2755,77.00,64.40,170.00,11.00,,10.00,29.83,
OLZ,2022-05-13 05:55,-91.9760,42.6831,77.00,64.40,170.00,13.00,,10.00,29.86,
RDK,2022-05-13 05:55,-95.2624,41.0106,66.20,60.80,0.00,0.00,,9.00,29.99,-RA
SHL,2022-05-13 05:55,-95.8353,43.2082,64.40,51.80,200.00,8.00,,10.00,29.78,
SDA,2022-05-13 05:55,-95.4112,40.7533,64.40,60.80,30.00,7.00,15.00,6.00,29.97,-RA
SLB,2022-05-13 05:55,-95.2399,42.5972,64.40,57.20,230.00,9.00,18.00,7.00,29.92,-RA
AXA,2022-05-13 05:55,-94.2724,43.0796,71.60,59.00,230.00,13.00,21.00,9.00,29.83,
ADU,2022-05-13 05:55,-94.9204,41.6994,64.40,59.00,0.00,0.00,,10.00,29.97,RA
CIN,2022-05-13 05:55,-94.7889,42.0444,64.40,59.00,280.00,16.00,32.00,4.00,29.93,-RA
FXY,2022-05-13 05:55,-93.6237,43.2323,68.00,55.40,250.00,3.00,,10.00,29.84,
HNR,2022-05-13 05:55,-95.3355,41.5834,64.40,60.80,240.00,3.00,,10.00,29.97,
LRJ,2022-05-13 05:55,-96.1923,42.7754,64.40,50.00,230.00,11.00,17.00,10.00,29.83,
MUT,2022-05-13 05:55,-91.1406,41.3670,78.80,69.80,150.00,7.00,,10.00,29.89,
I75,2022-05-13 05:55,-93.6876,41.0472,75.20,62.80,230.00,8.00,,7.00,29.90,
OOA,2022-05-13 05:55,-92.4919,41.2273,73.00,63.50,160.00,7.00,,10.00,29.85,
PRO,2022-05-13 05:55,-94.1637,41.8278,70.70,56.30,280.00,31.00,39.00,10.00,29.94,
GGI,2022-05-13 05:55,-92.7332,41.7097,73.80,63.30,160.00,8.00,,10.00,29.87,
MXO,2022-05-13 05:55,-91.1605,42.2204,77.00,68.00,150.00,10.00,,10.00,29.87,
PEA,2022-05-13 05:55,-92.9431,41.3989,74.50,62.40,170.00,5.00,,10.00,29.86,
EBS,2022-05-13 05:55,-93.8691,42.4392,73.40,59.00,260.00,26.00,32.00,10.00,29.88,
BNW,2022-05-13 05:55,-93.8486,42.0486,73.40,57.20,270.00,23.00,32.00,10.00,29.93,
CAV,2022-05-13 05:55,-93.7593,42.7430,71.60,55.40,250.00,17.00,23.00,10.00,29.86,
DNS,2022-05-13 05:55,-95.3800,41.9842,64.40,64.40,290.00,7.00,,9.00,29.97,-RA
FFL,2022-05-13 05:55,-91.9834,41.0521,77.00,64.40,160.00,11.00,16.00,10.00,29.87,
TNU,2022-05-13 05:55,-93.0190,41.6701,73.40,64.40,160.00,9.00,,10.00,29.83,
96D,2022-05-13 05:55,-97.9028,48.9406,57.20,57.20,100.00,14.00,20.00,10.00,29.55,
EVM,2022-05-13 05:55,-92.4981,47.4251,55.40,55.40,150.00,5.00,,7.00,29.89,RA
ANW,2022-05-13 05:55,-99.9930,42.5792,56.00,39.00,270.00,13.00,19.00,10.00,29.87,
AHQ,2022-05-13 05:55,-96.5946,41.2406,64.80,55.60,220.00,6.00,,10.00,29.90,
CKN,2022-05-13 05:55,-96.6214,47.8417,57.20,,120.00,14.00,,10.00,29.53,
FBL,2022-05-13 05:55,-93.3108,44.3247,71.60,60.80,170.00,3.00,,10.00,29.77,
FFM,2022-05-13 05:55,-96.1567,46.2844,62.60,60.80,180.00,13.00,,10.00,29.57,
04W,2022-05-13 05:55,-92.8952,46.0229,60.80,60.80,70.00,5.00,,10.00,29.76,
LXL,2022-05-13 05:55,-94.3469,45.9492,62.60,60.80,130.00,10.00,,10.00,29.74,
JKJ,2022-05-13 05:55,-96.6640,46.8393,62.60,57.20,160.00,14.00,18.00,10.00,29.55,
VWU,2022-05-13 05:55,-94.5167,48.1539,60.80,57.20,80.00,9.00,,10.00,29.65,
Y49,2022-05-13 05:55,-94.6453,47.1595,62.20,59.00,160.00,11.00,16.00,10.00,29.61,-RA
GRN,2022-05-13 05:55,-102.1753,42.8060,46.80,37.80,280.00,16.00,20.00,10.00,29.87,
HPT,2022-05-13 05:55,-93.2244,42.7175,73.40,60.80,210.00,7.00,,10.00,29.83,
SXK,2022-05-13 05:55,-96.1614,42.9858,62.60,55.40,230.00,16.00,,10.00,29.82,
BTN,2022-05-13 05:55,-97.7428,45.8150,59.00,55.40,200.00,15.00,21.00,10.00,29.60,
IBM,2022-05-13 05:55,-103.6774,41.1881,46.60,23.00,280.00,14.00,,10.00,30.01,
HJH,2022-05-13 05:55,-97.5870,40.1523,72.00,47.80,30.00,8.00,18.00,10.00,29.80,
HDE,2022-05-13 05:55,-99.3365,40.4521,56.00,49.80,0.00,0.00,,10.00,29.93,
MLE,2022-05-13 05:55,-96.1120,41.1960,62.80,59.40,0.00,0.00,,10.00,29.92,
AFK,2022-05-13 05:55,-95.8657,40.6069,61.70,59.00,70.00,10.00,,7.00,29.95,-VCTSRA
ONL,2022-05-13 05:55,-98.6881,42.4697,58.00,39.70,200.00,9.00,,10.00,29.85,
TIF,2022-05-13 05:55,-100.5690,41.9622,55.40,37.80,290.00,18.00,25.00,10.00,29.91,
JYR,2022-05-13 05:55,-97.6228,40.8967,62.60,51.80,300.00,8.00,14.00,10.00,29.91,
TVK,2022-05-13 05:55,-92.8983,40.6832,73.40,60.80,160.00,3.00,,10.00,29.88,
20U,2022-05-13 05:55,-103.9821,46.9252,44.60,44.60,300.00,26.00,31.00,1.75,29.53,-RA
BWW,2022-05-13 05:55,-103.3007,46.1655,46.40,46.40,290.00,34.00,42.00,4.00,29.49,VCTS RA
9D7,2022-05-13 05:55,-99.2364,48.4800,53.60,53.60,60.00,14.00,,2.00,29.51,BR
46D,2022-05-13 05:55,-99.1513,47.4511,57.20,57.20,120.00,17.00,23.00,1.00,29.45,BR
2C8,2022-05-13 05:55,-97.6320,48.7837,57.20,57.20,120.00,11.00,17.00,10.00,29.53,
D50,2022-05-13 05:55,-103.2973,48.9285,46.40,46.40,20.00,20.00,26.00,2.50,29.52,+UP
D57,2022-05-13 05:55,-101.8602,46.8128,53.60,53.60,160.00,8.00,16.00,5.00,29.27,VCTS BR
GAF,2022-05-13 05:55,-97.3709,48.4047,59.00,59.00,100.00,23.00,31.00,10.00,29.51,
GWR,2022-05-13 05:55,-97.6435,46.2187,59.00,59.00,210.00,16.00,23.00,10.00,29.57,
5H4,2022-05-13 05:55,-99.9317,47.7912,55.40,55.40,80.00,18.00,25.00,10.00,29.42,
7L2,2022-05-13 05:55,-100.2456,46.2206,51.80,51.80,,,,10.00,29.46,
Y19,2022-05-13 05:55,-100.8944,46.7680,51.80,51.80,180.00,19.00,31.00,10.00,29.36,
2D5,2022-05-13 05:55,-98.0799,46.1731,57.20,57.20,190.00,18.00,24.00,10.00,29.56,
BWP,2022-05-13 05:55,-96.6074,46.2441,62.60,59.00,190.00,16.00,,10.00,29.58,
9V9,2022-05-13 05:55,-99.3183,43.7667,58.30,41.00,240.00,20.00,24.00,10.00,29.73,
HON,2022-05-13 05:55,-98.2286,44.3852,60.00,46.00,210.00,10.00,,10.00,,
PHP,2022-05-13 05:55,-101.6000,44.0500,48.00,45.00,250.00,8.00,,10.00,29.74,
SPF,2022-05-13 05:55,-103.7830,44.4803,46.40,39.20,260.00,25.00,37.00,10.00,29.74,
BVN,2022-05-13 05:55,-98.0558,41.7286,60.00,50.20,0.00,0.00,,10.00,29.90,
BIE,2022-05-13 05:55,-96.7541,40.3013,63.70,58.30,350.00,4.00,,10.00,29.88,
TOB,2022-05-13 05:55,-92.8315,44.0180,68.00,53.60,150.00,6.00,,10.00,29.80,
OXV,2022-05-13 05:55,-93.1114,41.2984,75.20,62.60,190.00,6.00,,10.00,29.84,
9MN,2022-05-13 05:55,-92.4831,44.0198,78.40,60.00,190.00,5.00,,10.00,29.82,
D39,2022-05-13 05:55,-94.9334,45.7066,62.20,62.00,120.00,10.00,19.00,10.00,29.69,
SYN,2022-05-13 05:55,-93.0145,44.4736,72.00,60.00,0.00,0.00,,10.00,29.76,
CKP,2022-05-13 05:55,-95.5538,42.7304,64.80,58.00,230.00,8.00,,10.00,29.88,-DZ
IFA,2022-05-13 05:55,-93.2651,42.4691,74.50,65.00,200.00,6.00,,10.00,29.85,
AUH,2022-05-13 05:55,-97.9946,40.8941,62.20,51.00,10.00,5.00,,10.00,29.90,
PMV,2022-05-13 05:55,-95.9179,40.9502,63.00,58.00,50.00,4.00,,10.00,29.96,VCTS
3N8,2022-05-13 05:55,-95.9281,47.2605,62.60,58.00,190.00,11.00,,10.00,29.56,
LXN,2022-05-13 05:55,-99.7759,40.7904,55.40,42.00,0.00,0.00,,10.00,29.96,
OGA,2022-05-13 05:55,-101.7697,41.1195,54.50,35.00,320.00,9.00,17.00,10.00,29.94,
DLH,2022-05-13 05:55,-92.1936,46.8421,53.00,51.00,160.00,5.00,,3.00,29.90,TSRA
BTA,2022-05-13 05:55,-96.1090,41.4148,62.00,56.80,60.00,5.00,,10.00,29.93,-RA
2WX,2022-05-13 05:56,-103.5464,45.6044,46.00,43.00,280.00,35.00,44.00,,29.54,
OFF,2022-05-13 05:56,-95.9125,41.1183,64.80,56.70,50.00,3.00,,10.00,29.95,
OTG,2022-05-13 05:56,-95.5792,43.6551,65.00,55.00,230.00,11.00,,10.00,29.78,
FRM,2022-05-13 05:56,-94.4156,43.6439,69.00,59.00,220.00,12.00,,10.00,29.82,
